file name,date,religion,keyword,context
cn1961-03-08.txt,1961-03-08,Interfaith,interfaith,of original ligion twas both purpose and key dr van dusen lecture on necessary centrality of religion to education on sunday evening march dr henry pitney van dusen president of union theological seminary of new york lectured under the auspex of the interfaith association dr van dusen s subject truth and faith represent ed symbolically the relationship between education and religion and thus mirrored his own field of activity dr van dusen discussed the inter action of religion and education thro
cn1961-03-08.txt,1961-03-08,Interfaith,interfaith,pus event wednesday march open meeting of the curriculum committee speaker miss katharine mcbride education the new frontier common room pm march philosophy club speaker mr kline will take a modern look at maxism common room pm march open meeting of interfaith informal talk by miss yamasaki on the nature of buddhism march open meeting of league a case study a runaway girl common room pm thursday and friday march and augusto ganssier will speak in the geology lecture room march current event spea
cn1961-03-08.txt,1961-03-08,Interfaith,interfaith,ature of buddhism march open meeting of league a case study a runaway girl common room pm thursday and friday march and augusto ganssier will speak in the geology lecture room march current event speaker miss leighton on eichman common room pm march interfaith speaker henry joel cadbury chairman of the bryn mawr college board of director quakerism common room pm in and around philadelphia movie and theatre grass is greener starring cary grant start tonight at the bryn mawr theater replacing carr
cn1961-03-08.txt,1961-03-08,Islam,"moslem.{0,2}\s",fullerton ge rould memorial prize awarded by a special committee to a student who show evidence of creative ability in the field of the informal essay short story longer narrative or verse manuscript are to be submit ted by april to the president s hmoslem thought became helleniz ed and the arab served a middleman in the transfer of byzantine culture to persia an assurance of god s inevitable office for the first two contest and the alumna office for the last she also hope that method ne sst or 
cn1961-03-08.txt,1961-03-08,Islam,"islam[^e]{0,4}\s",ed and united in their zeal and enthusiasm born of horace white lecturer irfan kawar contrast two conquest of persia victory over all unbeliever both the macedonian and the arab offered the defeated persian the benefit of their culture hellenism and islam respectively mr kawar observed persia wa conquered by twe book the iliad and the koran hellenism failed to take root in persian soil there wa too sharp a difference between the greek and persian culture macedonian administrator in persia remain
cn1961-03-08.txt,1961-03-08,Islam,"islam[^e]{0,4}\s",r culture into persia mr kawar pointed out that while hellenism offer ed a sophisticated philosophy the arab offered tea and sympathy a religion which could and did appeal to many when the arab soldier and administrator departed persia wa thoroughly islam ized the koran could be read only in arabic thus it wa necessary for the newly converted persian to study the arabic tongue and they soon became involved not only with the religion of islam but with arabic literature a well ironically alexander
cn1961-03-08.txt,1961-03-08,Islam,"islam[^e]{0,4}\s",rab soldier and administrator departed persia wa thoroughly islam ized the koran could be read only in arabic thus it wa necessary for the newly converted persian to study the arabic tongue and they soon became involved not only with the religion of islam but with arabic literature a well ironically alexander s dream the conquest of persia by hellenism wa finally fulfilled by the arab a the arab conquest multiplied arabic culture wa brought in touch with byzantine in odessa antioch and other cit
cn1924-12-17.txt,1924-12-17,Islam,"moslem.{0,2}\s",p the league is not dead he asserted in conclusion neither is it full grown it is beginning tygeel that this year it ha dug it root deeper and gained enormously in power i am not a blind optimist i do not ignore the russian between the christian and moslem world the still great difference between the western power and danger of sudden flareups and yet i can not sal gt eee oe ee movement are young profes the national university ha a larger group it behooves u of the west tobe earn conference to b
cn1958-10-29.txt,1958-10-29,Catholicism,"cathol.{2,6}\s",te dr gilbert then got down to brass tack i suppose that now you want me to predict who will be the next pope the possibility with regard to the candidate present a difficult choice he who enters the conclave pope come out cardinal theoretically any catholic can be elected pope one need not be chosen from the sacred college this question assumes significance in this election montini the archbishop of milan wa of is outstanding according to miss farlow there will s pe a short scene from congreve 
cn1958-10-29.txt,1958-10-29,Interfaith,interfaith,he position of a minor elective in education dr van dusen suggested that very recently this trend began tobe reversed higher education he think is beginning to emphasize the organic nature of truth the coherence of knowledge rather than it diversity interfaith by helen ullrich the chapel service for sunday november will be a quaker meeting meeting consists of silent meditation for approximately an hour if anyone is moved by the spirit of god she stand up and delivers her message the others medit
cn1915-04-22.txt,1915-04-22,Judaism,jewish,ment to preach here on may nd dr black ha been called to the front and ha already sailed rabbi stephen wise of the new york free synagogue ha been asked to preach instead of dr black this is the first time that the christian association ha invited a jewish rabbi to conduct the sunday evening service the self government election begin on april th the president and vice president from the class of the secretary and two member of the executive board from the class of treasurer from the class of the
cn1958-10-15.txt,1958-10-15,Interfaith,interfaith,ing at a formal dance willbe held in the gym from p m until a m music by ray carr and his orchestra after the dance the roost will be open until a m for rhoads only there will be a coffee hour on sunday afternoon in rhoads sloane to deliver talk for interfaith next tuesday evening in the art lecture room dr joseph c sloane will deliver a lecture on the visual form of divinity the lecture to be held october will be sponsored by the bryn mawr interfaith association dr sloane for many year chairman
cn1958-10-15.txt,1958-10-15,Interfaith,interfaith, sunday afternoon in rhoads sloane to deliver talk for interfaith next tuesday evening in the art lecture room dr joseph c sloane will deliver a lecture on the visual form of divinity the lecture to be held october will be sponsored by the bryn mawr interfaith association dr sloane for many year chairman of the department of history of art will no longer be at bryn mawr after this semester he ha accepted a position at the university of north carolina while here he ha conducted course in italian 
cn1958-10-15.txt,1958-10-15,Judaism,jewish, blessing but an excuse in dealing with mr golden i discovered that salient fact could be presumed totally irrelevant in fact in a bad moment i asked him with an interviewer s love of the wherefore why he had set out to write edit and publish a tiny jewish sheet why most of all in the overwhelmingly protestant south and why he had forsaken news jewish or otherwise to fill the carolina israelite with editorial anecdote and highly person alized history and biography in reply he quoted the old test
cn1958-10-15.txt,1958-10-15,Judaism,jewish,d totally irrelevant in fact in a bad moment i asked him with an interviewer s love of the wherefore why he had set out to write edit and publish a tiny jewish sheet why most of all in the overwhelmingly protestant south and why he had forsaken news jewish or otherwise to fill the carolina israelite with editorial anecdote and highly person alized history and biography in reply he quoted the old testament s frequent injunction to return to the land non factual thus the substance of my interview 
cn1958-10-15.txt,1958-10-15,Judaism,jewish,cause there is no labor cause anymore harry golden said at meeting they still sing the international but their wife have fur coat and they send their son to groton other tale told his conversation turned kaleidoscopically to a story of his boyhood s jewish ghetto of the lower east side a world in which everybody knew what he wa the letter he received they re lonely out there wilson and bryn mawr the concept of the virgin mother a biography of sandburg he plan to write mod eled on dreiser s thore
cn1958-10-15.txt,1958-10-15,Judaism,"juda[e|i].{2,5}\s",nquering tyre and suggested that the general had neglected to raze jerusalem because it wasn t worth it and plato had perhaps instilled in him some respect for holy place if not for this holy city tribal god make good pieced to this wa a causerie on judaism one small semetic tribe thought up a god named after a while yahweh or translated into greek jehovah this tribe that of judea wa nomadic and poor it necessity and ambition for land gave to it military endeavor an importance arid fervor and co
cn1956-02-22.txt,1956-02-22,Judaism,\sjew[^a-z],ty secure system of law that engen ders a feeling of stability and conformity said jay sorenson graduate of the columbian russian institute at monday s current associate business manager scscrrrrssressessese jane lewis wae college of new york and the jew pi ae neslaee staff judy davis virginia gavian rosemarie said christine wallace aid and i ig ne theologic ie tactoetent geminary aie event session on civil liberty subscription manager ssesecseersesees lucille lindner al seminary new york in add
cn1956-02-22.txt,1956-02-22,Judaism,\sjew[^a-z],lected program estan fox the man who never ww a clifton webb and gloria graham however many thing were the ment of music at the united synagogue of america and ha been the spiritual leader at temple adath lsrael for year his topic on february will be jew ysh life a seen through jewish song un monday march the second lecture in the series will be given by miss ethel thurston instructor in music at bryn mawr college and hunter college new york miss thurston graduated trom vassar college received h
cn1956-02-22.txt,1956-02-22,Judaism,jewish,sium on church music i gil a ror ro managing editor eeeesseeeereeeees helen sagmaster it will be composed of a series of all lecture will be at p m ee oer wu vac ccc ccc cc ccc c ap eee e terres eemss e oboe int patty page three lecture the first on jewish jin the music room goodhart same victim of a tyrannical state e ta ee petite a music the second on the gregorian proreosrert ra that he wa under stalin s dictum marcia goldstone anna kisselgoff joan parker a a repre chant and the last on prote
cn1956-02-22.txt,1956-02-22,Judaism,jewish,c or ok or nr roe music the first lecture will be given on february by rabbi martin serkowitz of temple adath israel of the main line rabbi berkowitz wa educated at temple uni chapel speaker for sunday feb will be rabbi elia charry of the germantown jewish center dr charry wa educated at city secure system of law that engen ders a feeling of stability and conformity said jay sorenson graduate of the columbian russian institute at monday s current associate business manager scscrrrrssressessese j
cn1956-02-22.txt,1956-02-22,Judaism,jewish,man who never ww a clifton webb and gloria graham however many thing were the ment of music at the united synagogue of america and ha been the spiritual leader at temple adath lsrael for year his topic on february will be jew ysh life a seen through jewish song un monday march the second lecture in the series will be given by miss ethel thurston instructor in music at bryn mawr college and hunter college new york miss thurston graduated trom vassar college received her ph d from new york univers
cn1956-02-22.txt,1956-02-22,Judaism,jewish,nicolor goodhart monday february p m dr paul tillich of the harvard university divinity school will give the lecture on existentialism and religion goodhart tuesday february p m the first in a series on church music sponsored by the chapel committee jewish religious music a talk by rabbi berkowitz music room p m mr cameron will talk on recent political trend in france goodhart hall numor alike cinderella wa crowned at the merion open house judy sniscak presided in state sue gold repeated her hit
cn1955-12-07.txt,1955-12-07,Interfaith,interfaith,n were to be changed it would be necessary to purchase new hymnal which would be an expensive project one student thought that the benediction which is personal to each speaker wa another part of the service which detracted from the atmosphere of an interfaith gathering this objection wa overruled since it is felf that each clergyman present in his benediction the best that he ha to offer in keeping with his feeling there were complaint about the college prayer for various reason including it le
cn1955-12-07.txt,1955-12-07,Interfaith,interfaith,r selected by the reader would be given at the third meeting chapel committee also would like to revise the service book during the year if possible letter will be sent to other discussion meeting brings up objection to chapel service school holding interfaith religious service and delegate will be sent to the church of the four chaplain in philadelphia in an effort to find way to make the worship more interdenominational bad puddle ball team recruiting a new varsity sport bad puddle ball may be
cn1955-12-07.txt,1955-12-07,Judaism,jewish,ld be more effective if it held more sectarian rather than le sectarian service in other word if the nature of the service depended upon the chapel speaker for that week a methodist minister conducting a basically methodist service a rabbi holding a jewish service and so on when questioned on this second suggestion the head of chapel committee replied that it would at the present be very difficult to accomplish such a program the first problem is the eternal one of a lack of money to buy the req
cn1962-11-14.txt,1962-11-14,Interfaith,interfaith,de to reorganize their curriculum so that faculty time and student time will be antroduc the third conference lecture on on christ in modern poetry start controversy edna perkins on sunday november the student christian movement in cooperation iwith interfaith pre sented the first in a conversation series philip hallie professor of phil osophy at vanderbilt university spoke on christ the mirror a study of christ through modern poetry he attempted to prove that our reaction to different interpret
cn1962-11-14.txt,1962-11-14,Interfaith,interfaith,ligion in war reviewer praise book s sincerity by ronni iselin student will have the opportunity to hear ernest gordon now dean of the chapel at princeton university speak on freedom and decision on november in the common room is any indication this interfaith lecture will prove worthy of atten basin aes a company commander of the rd highlander en route from singapore to ceylon ernest gordon wa captured by the japanese thus began his three and one half year of trial a a prisoner of war an experi
cn1939-11-15.txt,1939-11-15,Hinduism,hindu\s,said that austria czechoslovakia and poland must be reconstituted anda sure the future ghandi is cry for the independence of india which doe not actually have dominion status at present of a population of million there are million moslem and million hindu in india who hate each other intensely great britian fear a revolt of the whole moslem world should india be given independence now recuperate faster rest and convalesce in glorious pine hurst n c two month nearer the sun warm dry air tinged wi
cn1939-11-15.txt,1939-11-15,Islam,"moslem.{0,2}\s",n president lebrun said that austria czechoslovakia and poland must be reconstituted anda sure the future ghandi is cry for the independence of india which doe not actually have dominion status at present of a population of million there are million moslem and million hindu in india who hate each other intensely great britian fear a revolt of the whole moslem world should india be given independence now recuperate faster rest and convalesce in glorious pine hurst n c two month nearer the sun war
cn1939-11-15.txt,1939-11-15,Islam,"moslem.{0,2}\s", ghandi is cry for the independence of india which doe not actually have dominion status at present of a population of million there are million moslem and million hindu in india who hate each other intensely great britian fear a revolt of the whole moslem world should india be given independence now recuperate faster rest and convalesce in glorious pine hurst n c two month nearer the sun warm dry air tinged with the energizing scent of pine restful green fairway to please the eye excellent inn 
cn1939-11-15.txt,1939-11-15,Judaism,jewish,ntribution to the friend association for immediate relief in europe the request of the international student service for fund to aid in the support of refugee student here and abroad and in the maintenance of school and university in china an allied jewish appeal for fund to aid refugee jewish student both here and abroad ha been made and also a plea by the french house for contribution in clothes and money for the french summer camp for child the amount to be assigned to these organization is n
cn1939-11-15.txt,1939-11-15,Judaism,jewish,or immediate relief in europe the request of the international student service for fund to aid in the support of refugee student here and abroad and in the maintenance of school and university in china an allied jewish appeal for fund to aid refugee jewish student both here and abroad ha been made and also a plea by the french house for contribution in clothes and money for the french summer camp for child the amount to be assigned to these organization is not yet decided any independent contrib
cn1930-12-17.txt,1930-12-17,Islam,"moslem.{0,2}\s", go on for mile and nile jeyond is the highland country with lovely wood swift green river and little village with cherry tree in blossom dalmatia is without the much talked of smudge of civilization each village ha it own costume both christian and moslem everywhere there is the brightest color and the embroidery associated with the balkan out froni roumania looking just a what wa used fot food and that many farm are being taken over danville striker the college recently made a generous reply t
cn1930-12-17.txt,1930-12-17,Judaism,\sjew[^a-z], the auspex of the undergraduate association on tuesday evening january mr become widely the publication of his on comparative religion this believing world which wa published in a book published the year before stranger than fietion a history of the jew also entitles him to recognition a an author and a religious authority since it ha been accepted a a classic in it ha singe volume srowne known field in that man fheine w splendid biography of the german poet came out his latest the graphic bibl
cn1939-11-01.txt,1939-11-01,Catholicism,"cathol.{2,6}\s",potism and selling out to the english nd american capitalist had the dupleissy movement continued french canada would have cut itself off from the empire but it w realized that the future of french canada lay in the british empire the people and the catholic church which ha great influ once were awakened to this fact by the threat of all the french canadian minister to resign from parliament should dupleissy win out the greatest help to understanding with the british ha been the assurance that t
cn1939-11-29.txt,1939-11-29,Judaism,jewish,drive to the various organization whose plea were published in the last issue of the news the distribution wa made a follows dollar to the international student service fund dollar to the friend committee dollar to the red cross dollar to the allied jewish appeal and dollar to the french club project for the evacuation of french child this leaf the peace council with dollar in the bank rather than spend this money im skinner workshop ready for opening theatre and art studio set for completion at
cn1958-12-10.txt,1958-12-10,Catholicism,"cathol.{2,6}\s",re which is spon sored by the interfaith association interfaith defines religious group role on campus by helen ullrich several active off campus religious group are now working in co ordination with the interfaith association these club include the catholic discussion group the student christian movement and connection with jewish group for social purpose are being arranged these group will be using college communication and facility anyone with interest is encouraged to join the group in which
cn1958-12-10.txt,1958-12-10,Catholicism,"cathol.{2,6}\s",l purpose are being arranged these group will be using college communication and facility anyone with interest is encouraged to join the group in which she professes interest watch the in terfaith bulletin board for news of what these club are doing catholic discussion group the catholic discussion group consists of those girl interested in learning more about roman catholicism this group ha a jesuit priest from st joseph s college father ehrhardt to lecture and lead these discussion lou mccrea 
cn1958-12-10.txt,1958-12-10,Catholicism,"cathol.{2,6}\s",hese group will be using college communication and facility anyone with interest is encouraged to join the group in which she professes interest watch the in terfaith bulletin board for news of what these club are doing catholic discussion group the catholic discussion group consists of those girl interested in learning more about roman catholicism this group ha a jesuit priest from st joseph s college father ehrhardt to lecture and lead these discussion lou mccrea is the chairman with becky tin
cn1958-12-10.txt,1958-12-10,Catholicism,"cathol.{2,6}\s",raged to join the group in which she professes interest watch the in terfaith bulletin board for news of what these club are doing catholic discussion group the catholic discussion group consists of those girl interested in learning more about roman catholicism this group ha a jesuit priest from st joseph s college father ehrhardt to lecture and lead these discussion lou mccrea is the chairman with becky tingle secretary and janine gilbert social chairman assisting this club ha no extra campus a
cn1958-12-10.txt,1958-12-10,Catholicism,"cathol.{2,6}\s",airman assisting this club ha no extra campus affiliation such a the newman club meeting are held at on sunday at the duffy s home located across from the church of the redeemer this semester the trinity wa the topic for discussion the member of the catholic discussion group decided that meeting should be held every sunday during the series week instead of being held every fortnight future plan involve a series on moral theology with guest speaker the officer hope that miss logras so will speak 
cn1958-12-10.txt,1958-12-10,Catholicism,"cathol.{2,6}\s",nday during the series week instead of being held every fortnight future plan involve a series on moral theology with guest speaker the officer hope that miss logras so will speak on dante and on st francis a question session is also planned for non catholic and catholic who wish to challenge the basic tenet of the church student christian movement the student christian movement whose chairman is susan continued on page col ruth ticking the gamut from love o sincere sympathy is extended to the f
cn1958-12-10.txt,1958-12-10,Catholicism,"cathol.{2,6}\s",he series week instead of being held every fortnight future plan involve a series on moral theology with guest speaker the officer hope that miss logras so will speak on dante and on st francis a question session is also planned for non catholic and catholic who wish to challenge the basic tenet of the church student christian movement the student christian movement whose chairman is susan continued on page col ruth ticking the gamut from love o sincere sympathy is extended to the family and fri
cn1958-12-10.txt,1958-12-10,Interfaith,interfaith,r you are satisfied with the course here just say so if you are extremely busy remember that it take only minute to answer the question please co operate and return those questionnaire all return must be in by friday thank you senior sociology major interfaith dr mohammed bisar of the is lamie center in washington d c will lecture on mohammedanism on thursday december at in the common room his lecture will include a brief history of the religion a well a a discussion of the principal belief a pe
cn1958-12-10.txt,1958-12-10,Interfaith,interfaith,n mohammedanism on thursday december at in the common room his lecture will include a brief history of the religion a well a a discussion of the principal belief a period for discussion and question will follow the lecture which is spon sored by the interfaith association interfaith defines religious group role on campus by helen ullrich several active off campus religious group are now working in co ordination with the interfaith association these club include the catholic discussion group the 
cn1958-12-10.txt,1958-12-10,Interfaith,interfaith,sday december at in the common room his lecture will include a brief history of the religion a well a a discussion of the principal belief a period for discussion and question will follow the lecture which is spon sored by the interfaith association interfaith defines religious group role on campus by helen ullrich several active off campus religious group are now working in co ordination with the interfaith association these club include the catholic discussion group the student christian movem
cn1958-12-10.txt,1958-12-10,Interfaith,interfaith, discussion and question will follow the lecture which is spon sored by the interfaith association interfaith defines religious group role on campus by helen ullrich several active off campus religious group are now working in co ordination with the interfaith association these club include the catholic discussion group the student christian movement and connection with jewish group for social purpose are being arranged these group will be using college communication and facility anyone with int
cn1958-12-10.txt,1958-12-10,Judaism,jewish,ious group role on campus by helen ullrich several active off campus religious group are now working in co ordination with the interfaith association these club include the catholic discussion group the student christian movement and connection with jewish group for social purpose are being arranged these group will be using college communication and facility anyone with interest is encouraged to join the group in which she professes interest watch the in terfaith bulletin board for news of what
cn1958-12-10.txt,1958-12-10,Judaism,jewish,s year the young friend have sponsored a square dance and a speaker george willoughby from the crew of the golden rule dee rosenberg ha been making contact with the hillel and young zionist group in this area the purpose of such contact is to enable jewish girl to participate in the activity particularly social of these group not to start group on campus they said it couldn t be done but today lc m give you chicago cardinal si pee re ee ee sovinin felipe mare four field goal in one game by a man
cn1964-03-13.txt,1964-03-13,Catholicism,"cathol.{2,6}\s",ministration the effect will be far more disasterous than those which might result from extension of dormitory rule and overnight privilege the question of censorship the suspension of seton hall s weekly newspaper the setonian represent more than a catholic issue of liberal versus conservative tm it brings to the fore the universal problem concerning censorship of student newspaper no one will debate the right of a college administration to indicate which matter they consider private and not fo
cn1964-03-13.txt,1964-03-13,Catholicism,"cathol.{2,6}\s",ntent with many university regulation satin one student demonstration following the paper s suspension wa dispersed by police with fire hose student have been picketing in protest of several other rule including dress regulation the newspaper of the catholic university wa suspended following editorial criticism of regulation governing visit of woman to student apartment the paper ately needed bryn help hazard ky food and clothing are desper mawr and haverford s truckload of aid at christmas wa a
cn1964-03-13.txt,1964-03-13,Catholicism,"cathol.{2,6}\s",n the paper a setonian editorial last october deplored censorship in cath alic college and supported student protest adding these reaction bring to the surface the mounting idiscontent of student who are tired of administrator hiding behind the word catholic to protect their conservative view too many nun andpriests enforce taboo or false code of morality where they never belong the liberal catholic who ha something to say is silenced because he step on the infallible toe of the catholic church 
cn1964-03-13.txt,1964-03-13,Catholicism,"cathol.{2,6}\s", to the surface the mounting idiscontent of student who are tired of administrator hiding behind the word catholic to protect their conservative view too many nun andpriests enforce taboo or false code of morality where they never belong the liberal catholic who ha something to say is silenced because he step on the infallible toe of the catholic church the paper will probably not be allowed to resume publication until april when the staff is sched uled to be reorganized seton hall student seem 
cn1964-03-13.txt,1964-03-13,Catholicism,"cathol.{2,6}\s",behind the word catholic to protect their conservative view too many nun andpriests enforce taboo or false code of morality where they never belong the liberal catholic who ha something to say is silenced because he step on the infallible toe of the catholic church the paper will probably not be allowed to resume publication until april when the staff is sched uled to be reorganized seton hall student seem to be squarely behind the editor of the newspaper and have rejected at to veack a senate c
cn1964-03-13.txt,1964-03-13,Catholicism,"cathol.{2,6}\s", at the princeton theological seminary the theme wa christ s church and tomorrow s world the lecture and discussjon group dealt with such diverse topic a doe god need the church college teaching witness in politics and the future of protestant roman catholic relation the three hundred delegate from college all over the country heard president james mccord of the seminary dr david water mulder eugene carson blake seward hiltner and many others discus the dynamic role which the church is called to
cn1964-03-13.txt,1964-03-13,Catholicism,"cathol.{2,6}\s",the princeton theological seminary the theme wa christ s church and tomorrow s world the lecture and discussion group dealt with such diverse topic a doe god need the church c college teaching c witness in politics and the future of protestant roman catholic relation the three hundred delegate from college all over the country heard president james mccord of the seminary dr david water mulder eugene carson blake seward hiltner and many others discus the dynamic role which the church is called to
cn1955-02-16.txt,1955-02-16,Buddhism,"buddhi.{2,4}\s",o of george washington university will speak at chapel monday feb current event dr wat son will speak on observation on brazil wednesday feb mr elizabeth gray vin ing will speak under the auspex of the chapel committee on her experience with the zen buddhist jin the common room thursday feb dr felix gilbert will speak under the auspex of the bryn mawr club of philadelphia on the road to london in the friday feb my maid and porter spiritual conto be a minor consideration the scheduled for their o
cn1955-02-16.txt,1955-02-16,Buddhism,"buddhi.{2,4}\s",nsciousness and to channel the force which it aroused towards positive action it is hoped that the student body will support and take part in the work of this new organization whose activity into committee which were con are now being planned on zen buddhist elizabeth gray vining will speak informally on wednesday evening february at in the common room her subject will be her experience with the zen buddhist mr vining is perhaps best known for her book window for the crown prince which is based 
cn1955-02-16.txt,1955-02-16,Buddhism,"buddhi.{2,4}\s", this new organization whose activity into committee which were con are now being planned on zen buddhist elizabeth gray vining will speak informally on wednesday evening february at in the common room her subject will be her experience with the zen buddhist mr vining is perhaps best known for her book window for the crown prince which is based on her experience a tutor to crown prince akihito during the american occupation of japan mr vining is a member of the society of friend and during her y
cn1955-02-16.txt,1955-02-16,Buddhism,"buddhi.{2,4}\s",n prince which is based on her experience a tutor to crown prince akihito during the american occupation of japan mr vining is a member of the society of friend and during her year in japan she wa invited to share in the meditation of a group of zen buddhist monk this honor almost unprecedented for a woman wa accorded her because of her experience with the disciple of the friend meeting an alumna of bryn mawr mr vining is a fthember of the religious life committee of the board of trustee g m to 
cn1955-02-16.txt,1955-02-16,Catholicism,"cathol.{2,6}\s",on the soul s immortality conducted recently by four student re symposium on the immortality of the soul wa conducted by four bryn mawr and haverford student in the rumpus room on tuesday feb barbara kalb explained the jewish position joan smith une catholic one win hall the protestant view and peter kosenberger the atheistic attitude the concept of immortality of the soul is not tuo clearly explain ed in the judiac religion a it is a religion for the living and not the dead and is concerned wit
