filename,date,keyword,count,context
cn1919-12-10.txt,1919-12-10,negro or negroes,4,"FIRST: ope loswpatienee with a country whose Sen- ate! is: so recalcitrant. Children starve in Serbia. The negro problem. remains: unsolved. - And above it all, Morpheus grins satirically    LETTERS TO THE E
LAST: m may be found,” gaid Mr. Johnsen. “In some sec- tions of the country there is talk of treating the negro in ratio to his useful- ness. This is a misguided point of view. The negra myst be logked on a "
cn1919-12-10.txt,1919-12-10,negra,1,is talk of treating the negro in ratio to his useful- ness. This is a misguided point of view. The negra myst be logked on ag a hur man being with the papirations and gor- rows of a hymay being. It i
cn1920-01-15.txt,1920-01-15,negro or negroes,1,"de Montoliu, . accompanist) a.) Freebooter’s Cradle Song... Wallace o) \ Know Amin... Whelpely c.) Negro Spirituals I’Tis Me, Oh Lord. II.Didn’t It Rain? ........ Burleigh                     Vol. VI"
cn1920-01-21.txt,1920-01-21,negro or negroes,2,"FIRST:  Noah Swayne, a soloist of the Orpheus Club, who has a baritone voice af wide range and purity. His Negro Spirituals, including the old favorite, ""Tis Me, Oh Lord, were most popular Kreisler’s Cradle 
LAST: . Ray- mond Robins; British Labor Party, by Mr. Paul Kellogg, Editor of the Sur- vey; Future of the Negro, by Mr, James Johnson, of the National Asso- ‘ciation for the Advancement of the Ne- gro; Paro "
cn1920-02-11.txt,1920-02-11,negro or negroes,1,"And | up and down was always surging a} crowd, handsomely dressed Fasi, offi- | cials or merchants, negroes driving heav ily laden donkeys who could more easily | pass under the over-hanging caves tha"
cn1920-02-11.txt,1920-02-11,negress,1,"ast. The marriage contracts contain many elaborate regulations, often stip- | ulating the number of negresses the bride | may employ, and even the number of visits she may receive from her own mo  air"
cn1920-02-26.txt,1920-02-26,negro or negroes,2,"FIRST:  the advancement of the Colored Race. Miss Ovington set forth present- day issues that confront the negro race and presented the work of prominent colored men and women to an audience of 55 of the 68 
LAST: ence of 55 of the 68 maids in college.  Miss Ovington, who is at work upon a novel dealing with the negro question, led an informal discussion after the lec- ture.  Hereafter, current event classes fo "
cn1920-03-30.txt,1920-03-30,negro or negroes,3,"FIRST: cial Service Committee.  Sunday, April |1.    | CHEYNEY es HERE APRIL 10°  —_  Represent School for Negro Teachers  cert at Bryn Mawr April 10, in Taylor Hall, at 8 o’clock, under the auspices of the 
LAST: inciple that “spiritual singing” is a gift peculiar to the negro and must not be lost by the modern negro.  Bryn Mawr is one of the few places where the students are allowed to sing away from their sc "
cn1920-04-14.txt,1920-04-14,negro or negroes,3,"FIRST: oover has been an able collaborator. She was of active as- sistance in Belgian relief work.      a ‘negro “compose. is,    1917.  | |    mittee.  “Speak up, Ike, 'spress you'self,” a hu- morous monolo
LAST: ens for alumnae and former students to share their rooms for these nights.  with seellathdiea ‘in| “negro dialect were included in the pro- gram given by the Cheyney Singers in ‘Taylor Hall, Saturday  "
cn1920-10-13.txt,1920-10-13,negro or negroes,3,"FIRST: n as last year. The curriculum will include reading, writing, arithmetic, typewriting, the study of negro writers, negro history, and cur- rent events, with a course on citizenship and voting. The cou
LAST: November 16th.  Monthly magazines will be taken, in- cluding “Current Events” and “The Crisis,” the negro review, in all the halls.  Among the other plans the committee hopes to organize a club among  "
cn1920-10-20.txt,1920-10-20,negro or negroes,1,"Six Subjects in Night School — Miss Mary E. Moore, the founder of the Farm Life School for Mountain Negroes at Hiddinite, N. C., spoke about her work to the maids of the college at a meeting last Sund"
cn1920-11-23.txt,1920-11-23,negro or negroes,1,"f woolen garments to Doctor Gren- fell. At the same time four large boxes were sent to the southern negro settlements,    Office Notice Students are asked to read carefully the train schedules posted"
cn1920-12-15.txt,1920-12-15,negro or negroes,1,"Philadelphia. The stockings being filled will be sent to the Kensington Light- house Settlement, to negro schools in the South and tothe Spring Street Set- tlement in New York. Special stockings are b"
cn1921-02-16.txt,1921-02-16,negro or negroes,1,"white woman in’ the «school. for fifteen years, will speak on the subject of “Education Among’ the Negroes.”  The Vocational Conference will be held the week-end after. Easter.  E. Vincent, ’23, has"
cn1921-02-23.txt,1921-02-23,negro or negroes,2,"FIRST: of the women who has done most for delinquent girls in New York. scsi eae oen  WORK WITH SOUTHERN . NEGROES DESCRIBED BY MISS SOOLEY ""| -Miss-Rossa_ Cooley, | Negroes, Carolina, ‘was the guest of hono
LAST: York. scsi eae oen  WORK WITH SOUTHERN . NEGROES DESCRIBED BY MISS SOOLEY ""| -Miss-Rossa_ Cooley, | Negroes, Carolina, ‘was the guest of honor. at an informal tea given’ by the World Citi-     “Tzensh "
cn1923-03-07.txt,1923-03-07,negro or negroes,1,"lf in some form. .  The foreign races here were brought by us, Dr. Steiner went on. We imported the negro when slaves were needed and the Indian would not serve his conquerors. The peoples of southern"
cn1923-03-14.txt,1923-03-14,negro or negroes,1,"e had _ enthusiastically  jattempted to sing parts of Brahm’s “Requiem,” they played again, a short negro melody arranged by Coleridge  Taylor. — f “The ‘Frio wilt come again- next wis! when Brahms’ “"
cn1923-10-24.txt,1923-10-24,negro or negroes,4,"FIRST: r, we come to thee to make sacri- fice in thy honor. CONTINUED ON PAGE 3  HAMPTON QUARTET SINGS OLD NEGRO! MELODIES    Dr. Gregg Explains the History and Needs of Institute    Speeches about Hampton I
LAST: ment of over 2000 students, ayith more than. 150 buildings and over a thousand-acres of land. , The negro melodies and other selections which followed were sung by the quartet  unaccompanied. All subs "
cn1923-11-07.txt,1923-11-07,negro or negroes,17,"FIRST:  &  PRESIDENT-EMERITUS THOMAS, WHO RETURNED TO THE DEANERY TODAY      DR. PINCKNEY HILL DISCUSSES . NEGRO PROBLEM IN AMERICA    History of Negro a Struggle Against Great Obstacles    »  The negro prob
LAST:  the last incidence .no race will admit itself of degraded blood. Social equality asked. for by the negro means that he shall- have the same treat- ment as any law-abiding person.    FIRST TEAM TENNIS "
cn1924-01-16.txt,1924-01-16,negro or negroes,4,"FIRST: e summed up in.a big meeting by ‘four stu- dent speakers, one from the South, one from the North, a Negro, and a Filippino.  The Southerner emphasized justice, and said that few in the South believe i
LAST: fair chance. Culture*is possible only through contact. If we refuse the chance of con- tact’ to the Negro #t-is unfair to expect him to accept our standards.  A_ few specific proposals were made— that "
cn1924-02-27.txt,1924-02-27,negro or negroes,2,"FIRST:  the colored girls are finding that some of the white girls have come together and decided that the negro  race is inferior, more immoral than the white race, and that th@y are unwilling to treat the 
LAST: negro  race is inferior, more immoral than the white race, and that th@y are unwilling to treat the negro students on the same basis as they would each other. It would seem that these girls are thus d "
cn1924-03-12.txt,1924-03-12,negro or negroes,1,"e ee eee es .. 25.25  YOUTH ORGANIZATIONS ATTEND CONFERENCE  CONTINUED FROM PAGE 1  colleges, Jews, negroes, preachers, doctors and labor organizers came into intellec- tual contact. In those two days"
cn1924-04-09.txt,1924-04-09,negro or negroes,7,"FIRST: tisfactory record in the School and their  CONTINUED ON PAGE 5  CONFERENCE AT SWARTHMORE TO DISCUSS NEGRO PROBLEM    Amalgamation or Segregation to Be Discussed as Possible Solution    An Inter-racial
LAST:  Negro Race”; “The Problem of Race Superior- ity’; “The Economic, Social, Educational Status of the Negro in the United States”; or “Biological Differences.” In addition each delegate has been asked   "
cn1924-04-16.txt,1924-04-16,negro or negroes,10,"FIRST:   DISCUSSED AT SWARTHMORE  Opportunities in Educational and Economic Matters Essentially  Needed by Negro '  BRYN MAWR SENDS DELEGATES      Colored and white delegates met to dis- cuss interracial pro
LAST: l.fields of life, but especially in education. Present preju- dice can never be overcome unless the negro is giyen the opportunity of self-  -meet to discuss common problems of na- tional and internat "
cn1924-04-30.txt,1924-04-30,negra,1,nestly hunted. for-and-honestly looked at. -For a* good many people there the experience of meeting negraes as thinking being to think- ing being was new. We learned at first’ hand something of that o
cn1924-04-30.txt,1924-04-30,negress,1,"Book reviews on Rose Macaulay’s Told By An Idiot and There is Confusion, a first novel by the young negress, Jessie Richmond Fauset, and two poems by Pamela Coyne, ’24, complete the issue. VESPERS LED"
cn1924-05-07.txt,1924-05-07,negro or negroes,1,"tradition, as at that ie * div HRA ’ Class.”*  Bite Breeches... 2... 6.65... P. Dodge, ’27 time all negroes were Moors to English-  Pepper Breeches,.....:..J. Schoonover,’25}men. > : : fe : ; Mr. Alls"
cn1925-02-18.txt,1925-02-18,negro or negroes,1,", or could be wholly done away with. But the basis of this nationality is not race but feeling. The Negro in peace has to struggle for common rights, but in war he’s a full-blooded American, sharing w"
cn1925-03-04.txt,1925-03-04,negro or negroes,1,"ns will be held in the Academy of Music at-4 P M., Sun- day, March 8. The Hampton Quartet will sing Negro spirituals. Dr. Robert R. Mo- ton, principal of Tuskegee Institute, and Dr. James E. Gregg, pr"
cn1925-03-11.txt,1925-03-11,negro or negroes,1,"as to objects.” There are reflections of archaic Greek sculpture, Sienese, German and the African. Negro’s. Little wood, some bronze, a good deal were used. of simulated bronze and hardly any stone w"
cn1925-03-18.txt,1925-03-18,negro or negroes,8,"FIRST: s; but who will donate the leading ladies    . DEBIT OR CREDIT?  A great deal is being done for the negro these days. Philanthropists work hard, gentlemen interested give lectureS and | firite ‘letter
LAST:  independently, to American life. So is it not well to remember, in considering negro charities and negro reforms, that their side of the debt is in great sid already paid? -    (This letter was recei "
cn1925-04-15.txt,1925-04-15,negro or negroes,1,"ssible.  Miss Loraine Wyman, the the evening, will give a group of Ameri- can folk songs, including negro spirituals and Kentucky mountain songs.  Ta contrast to this a generous | *  soloist of}:  -|C"
cn1925-09-30.txt,1925-09-30,negro or negroes,1,"ncerto of Tschaikowsky.  Harold Samuel, the English interpre- ter of Bach, and Roland Hayes, famous Negro tenor, are also on the list of artists engaged for performances. Bela Bartok, Hungarian compos"
cn1925-10-21.txt,1925-10-21,negro or negroes,1,"1 was screaming, crying and kicking at the door trying to open it. Soon I noticed that  tion of the negroes, who were coming  t gate me_ to eat me.  by my’ screaming I attracted the Aitten-.  | photo."
cn1925-11-04.txt,1925-11-04,negro or negroes,1,"e Swedish ballet number last year, which interpreted the numbér called New York with a magenta clad negro strutting to a brass band, before mammoth sheets of morning papers ‘headlining Murder! Divorce"
cn1926-02-10.txt,1926-02-10,negro or negroes,9,"FIRST: f her investigation versions of a; song often garying with locality. She writes of the share of the Negroes of the South in preserving the ballads and traditional songs of the early Scotch and English
LAST: is and Louisville, and from Irish construction gangs on the Union Pacific Railrdad, Irish songs and negro songs with a mellow guitar accom- paniment,              '28, M. Hupfel ’28, S. Sturm ’26, A. ""]"
cn1926-12-08.txt,1926-12-08,negro or negroes,8,"FIRST:  boundaries do also for those ELEANOR Woottey. | who rightly belong to neither group, but  2 °e THE NEGRO PROBLEM Nigger Heaven, by Carl Van Vechten.  vital: problems before, America today: is the so-
LAST:  have a.good time |,  PROBLEMS OF PARENTHOOD  his characters at first-hand—from “Eyes,” the mammoth Negro dope fiend, to Jean. Maline, the scholarly forger, who gives Sammy lessons in rhetoric at Sing "
cn1926-12-15.txt,1926-12-15,negro or negroes,2,"FIRST: are twelve white families which, under the auspices of the local Y. M. C.A. are entertaining twelve negroes. This does not mean that the mothers in the families need worry about their daughters marryi
LAST: roes. This does not mean that the mothers in the families need worry about their daughters marrying negroes—there is a long step between human kindliness and intermarriage. It is merely a. fore- runne "
cn1927-01-12.txt,1927-01-12,negro or negroes,2,"FIRST: hristians interfere with the spread of Christianity.  The Race Question from the point of view of a Negro was discussed by Mordecai Johnston. “We want the stigma of inferiority removed from the  Is   
LAST:    |837 Lancaster Ave., Bryn Mawr  Inported Perfumes CANDY Sapa _ GIFTS    = Wigs Masks Make-Up. |  Negro, rcs said. “We want ‘oi take part in th@economic life which con-#.  cerris us; we want politic "
cn1927-01-19.txt,1927-01-19,negro or negroes,1,"ovakian immigrant, on the social problems that come to Ellis Island, and Eugene Kinkle Jones on the Negro migration to the North The lec- tures were for the most part illustrated by visits to institut"
cn1927-03-23.txt,1927-03-23,negro or negroes,3,"FIRST: Long Branch will be as successful as all previous ones.    IN OTHER COLLEGES .    Query. wr Could a Negro girl be happy at Elmira College? What do you think about it? Would you not like to think that 
LAST: n. There is no college in the United States~solely for the Negro woman student, as there is for the Negro man student.. Any student—anyone with the,desire for higher learning should not. be deprived o "
cn1927-05-04.txt,1927-05-04,negro or negroes,1,"neering feat is truly intriguing, and tales of daring aviafors, undaunted trap- pers of the swamps, Negro labor- ers of the old plantations and Red Cross workers of miracles are          >      ~"
cn1927-10-26.txt,1927-10-26,negro or negroes,4,"FIRST:  Talk and.found it:  caw CONTINUED ON PAGE 4  taitied’; that vivid court that has’ seén  ‘naw these,negro lodgers; the wild“island  rfinely preserved that same division be-  comes as a friend. . We fe
LAST: g.      record as a ‘inedical student, is’ one of  increased salaries, partly by means of |the best negro doctors in New York. funds raised by alumnae and a few gen- erous outside friends and foundati "
cn1927-12-14.txt,1927-12-14,negro or negroes,1,"String Quartet (mem- bers of Philadelphia Orchestra) will play Dvorak’s Quartet in F major, Op. 96 (Negro Quartet), Andante Cantabile (Tschaikowsky), and Can- zonetta (Mendelssohn).    Orchestra Progr"
cn1927-12-20.txt,1927-12-20,negro or negroes,2,"FIRST: f.”. Ovi&pational’ psychology is na longer Europea but almost purely Indian, combine with a strong’ Negro influence. “Modern America resembles a very. young man who hds accepted the religion of his fa
LAST: and variety of the program by an excellent render- ing of Dvorak’s String Quartet in F, Op. 96 (The Negro Quartet), and the Andante Cantabile from Tschaikowsky’s Quartet in D, Op. 11, bracketed with M "
cn1928-03-28.txt,1928-03-28,negro or negroes,1,"otluced Beseua: the tr that he should write what he knew about,  he wrote /  about a half civilized negro whd made. a futile attempt to run, a school for the people of his race. by the Provincetown pl"
cn1928-04-25.txt,1928-04-25,negro or negroes,2,"FIRST: e life of his community, indeed’ of hfs people. This is, something apparent in all literature about negroes and makes this novel more real,  Whereas Van Vechten showed usa portion of negro society of 
LAST: literature about negroes and makes this novel more real,  Whereas Van Vechten showed usa portion of negro society of » whose very existence we were ignorant, McKay has made real and human a group abou "
cn1928-05-02.txt,1928-05-02,negro or negroes,1,"elphia  Broad: In Abraham’s Bosom, the Pulitzer Prize play for 1927 by Paul Green. A vivid drama of negro life.  Walnut Street: A-.remarkable group of -players_in Galsworthy’s interesting play, Escape"
cn1928-05-09.txt,1928-05-09,negro or negroes,8,"FIRST:  Department, -Nda- tional Board of the Y. W. CG A. To most of us she better known as a} singer of . Negro -Spirituals than as a speaker. But her wide experienc with | both white and colored groups equ
LAST: teen hours. inton, D.C. ‘Prepared by Migs Ma- | $ie%, SOm., Vemor Buah Brows) sch ht bake shop, the Negro minister whose] NEW YORK: deira’s School, Washington, “D. C. : in LAW chief interest is the bu "
cn1928-05-16.txt,1928-05-16,negro or negroes,28,"FIRST:  self did not claim this: for him). But the question of intermarriage is not a paramount one to the negro of today, except as an aspect of whité prejudice and. timidity. Within his own race at this mo
LAST: on, as well as any other question of world interest? If we can make a place in this country for the negro to live as a human being among other human beings, we shall havé com- pletely freed him and ou "
cn1928-05-23.txt,1928-05-23,negro or negroes,8,"FIRST: -II,.—-Mr. Ketcham, ‘the leader of the: quartet, gave a brief sutimary of the develop- rment of the negro spiritual. - All the songs have not developed from songs of worship; some were songs of every 
LAST: s; during the slavery period, denied their. grand- What Hampton is attempting to do is to train the negro for com- munity needs, in order that he may go out and raise the moral and economic standards  "
cn1928-06-06.txt,1928-06-06,negro or negroes,1,"has been needed, alumnae and  The June issue of the Lantern: is- not, |    the asides spoken by the Negro girl, A    gets’ an over-emphasis as ‘well, in the pictures of the ludicrous in ,“Immagina- ti"
cn1928-10-17.txt,1928-10-17,negro or negroes,2,"FIRST: 17—B. M. vs. All-Philadelphia.  SECOND TEAM Oct. 27—Rosemont  ? —Bucgneer.  In 4943 jre-was-the——— \x0cnegro tunes and alexandrians, all are pressed    _- Book Review  dake Brown’s Body, by Stephen Vine 
LAST: e the sing- ing in the archway was deep, strong and completes a varied background of . folk- songs, Negro spirituals and random mel- odies, sung with an understanding that is developed through a hunge "
cn1928-11-21.txt,1928-11-21,negro or negroes,2,"FIRST: he sub- ject there will . bev. discussion of: -the origin and development of the Chinese, Japanese, Negro and East Indian races. Among those whom it hopes to secure for the discussions are Professor B
LAST: bert-centenary;--~ >    ‘dréssed .some meetings of a_ scientific character ; James Weldon ‘Johnson, Negro poet ‘and. secretary of the National’ Association for the Advancement of - ‘Colored People, re "
cn1929-02-13.txt,1929-02-13,negro or negroes,1,"or Shine. Chestnut: Good News is indomitable. Garrick: Black Birds, an entertaining and well-danced Negro. review. Lyric: And So to Bed, a delightful play about Samvel Pepys. ' Walnut: Kibitzer; a. “o"
cn1929-04-17.txt,1929-04-17,negro or negroes,1,".it. The’ fable can be traced’ back to 3500 B. C., and in India probably farther. The tales: of our negro population form an inter- esting analogy to this ancient-mate- rial. At Thebes an expedition i"
cn1929-04-24.txt,1929-04-24,negro or negroes,3,"FIRST: ill; conse- quently, there has beep 2 Femarkable development or tne~nattve musical _tal- ent of the negro students. The chap- lain, Rev. Lawrence Fenninger, was ‘very kind during the brief but strenu-
LAST: ar to the visitors. The chapel service at 7.30 P. M. was led by President Gregg. The singing of thé negro spirituals by the entire student body was an un- forgetable experience fit to cap a trip that  "
cn1929-05-01.txt,1929-05-01,negro or negroes,1,of pro- fessional. encouragement ?  During the war some American  officers found a way to make the negro troops work faster. » The troops: had—the~ habit of singing while they worked and keeping time
cn1929-05-15.txt,1929-05-15,negro or negroes,2,"FIRST: stress, K. Hirschberg .        j  Hampton Quartet in Perfect Harmony    - The musical genius of the negro race was again demonstrated by the Hamp- ton Quartetin the-auditorium of Good- ‘hart Hall on M
LAST: ted by the Hamp- ton Quartetin the-auditorium of Good- ‘hart Hall on Monday, May 13. Rarely are the negro spirituals ‘sung in the  simple, : plaintive manner which car- ries’ to- the’ Héarers the pict "
cn1929-11-06.txt,1929-11-06,negro or negroes,1,"anet Gaynor in Christina  Stanton: The story: of a colored evangel-  ist in a talking, singing, all-Negro film Hallelujia.  the Shrew. - ce  Aldine: George Arliss in Disraeli is said to have made one"
cn1929-11-13.txt,1929-11-13,negro or negroes,3,"FIRST: med romantic and exotic at that time. You had eccentric millionaires, Southern planters with: their Negroes, and Western adventurers—cowboys and gold prospectors. Most of all you had the West with its
LAST: absolutely a thisndmer. “One’ Such institution was established for the dispersement of knowledge to Negro porters from America! It is true, though, that in a budget, which is half the budget under the "
cn1930-01-15.txt,1930-01-15,negro or negroes,6,"FIRST: nced"" by announcing that she would, tell these stories exactly as they were told to her by -her old Negro inammy. Miss Finch’s. Negro mammy had been bought in the New Orleans slave market and died in 
LAST: ith a remarkable facility in reproducing the Negro dialect and a sympathtic under- standing, of the Negro character, Miss Finch on Friday evening charmed and delighted her audience.    No More Romance "
cn1930-02-19.txt,1930-02-19,negro or negroes,1,"g Danilo, ‘a part he originally created. , Broad: Dracula: the “vampire thriller.” ‘Garrick: A good negro revue, Connie’s Hot Chocolates. Shubert : George *White’s Scandals.  Walnut: The very gruesome"
cn1930-02-26.txt,1930-02-26,negro or negroes,1,"the other a duet for two pianos. @  High points’in the yocal program seem to us to be the group of Negro songs; the Coronation Song from Boris: Godou- nov, and the Chorus of Peers, from Jolanthe, as"
cn1930-03-05.txt,1930-03-05,negro or negroes,1,"proper spirit, and maintained the halance -perfectly.  The Octet seemed a little vague on its  two negro Spirituals, and they left some- ‘thing to be desired, but the entire club put a great deal of"
cn1930-03-12.txt,1930-03-12,negro or negroes,2,"FIRST: a, they were representative of the Sandburg has done in this]  work Mr. field. Whether he turned to negro spir- ituals, the pioneer song of IJI/linois, with  its ‘strongly rhythmic refrain, the rail- 
LAST:  its ‘strongly rhythmic refrain, the rail-  road .songs of Kentucky, or the hot doughnut cry of the negro in Galveston, Texas, it was the unique gift of Mr. Sandburg’ to sweep his hearers within, beyo "
cn1930-03-19.txt,1930-03-19,negro or negroes,2,"FIRST: ally and physically handicapped, work -with delinquents, child placing, immigra- tion problems, the negro question in New York and in the north generally, etc. Th have not a merely  in Bos-|  : -nyyrd
LAST: andicaps, and a day spent in Harlem to see the social work that is being done with the thousands of negroes who are coming to the north every year.  The work takes up.only five and a half days during  "
cn1930-10-08.txt,1930-10-08,negro or negroes,1,"ers present an English comedy, The Man in Possession, with Leslie Bahks.  Chestnut: A. new drama of Negro:life, Sweet Chariot. The lead is taken by Frank Wilson, who played “Porgy” in the Guild-produc"
cn1930-10-08.txt,1930-10-08,negress,1,"s hope is in its vigorous be- ginnings, the position which Bryn Mawr. is to take in relation to the Negress, the relation of the life of the student in college to her life outside. Is it not a time wh"
cn1930-10-22.txt,1930-10-22,negro or negroes,1,by the physi- cally handicapped; of tuberculosis as a social and medical problem; of the edu- cated negro’s: view on race prejtdice;: of what is happening in the field “of -psy~ chiatry.  *After these
cn1930-10-29.txt,1930-10-29,negro or negroes,1,"ench and German. The other unmixed stocks include Jewish, French, Spanish, ‘Cuban, Dutch, Swiss and Negro. The remaining 28% of the mothers ‘add Polish, Swedish; Danish and Austrian to the list of nat"
cn1930-11-19.txt,1930-11-19,negro or negroes,1,"the stu- dents determined the action taken; and thus,. now, in the matter of open- ing the halls to negro students, student opinion must be the determining  Indeed, such matters are not brought‘ befor"
cn1930-12-10.txt,1930-12-10,negro or negroes,1,"erefordshire Carol” (Solo by J. E. Polachek, 1934) “There's a Star in the East”  <> Spiritual). :  (Negro  Get Your Own or We’ Ul Rent You One  REMINGTON -,.- Corona PorRTABLE  Bryn Mawr Co-Operative"
cn1930-12-17.txt,1930-12-17,negro or negroes,2,"FIRST:  united the spirit of won- der that characterizes both the “English Traditional Carol” and the “the Negro Spiritual,” with the grandeur_of Handel’s Messiah and Bach's Christmas. Oratorio. But the simp
LAST: l Solo by S. Zeben, ’30 Prayers . i Choir  Carol, English Traditional ‘There’ s-a Star in the East, Negro Spiritual Solo by: S. Zeben, ’30 The Babe in Bethle’m’s Manger, . English Traditional Hymn—“Th "
cn1931-01-14.txt,1931-01-14,negro or negroes,1,"ch needs no introduction.  Chestnut: Blackbirds with Ethel Wat- ers heading the cast of this latest Negro revue. ~  B  Erlanger : Helen Morgan in Sweet Adeline, the musical romance of the Gay Nineties"
cn1931-02-11.txt,1931-02-11,negro or negroes,1,"y is the syn- copated modal lullaby of its second movement very beautiful, but the com- bination of-negro and Bohemian folk- tunes is an interesting one. Concern- ing the “Invocation of the Toreador”"
cn1931-02-18.txt,1931-02-18,negro or negroes,1,"a  ete, i kind of the present col- © — lege g ion, bea    Program of Spirituals by Hampton Quartet  Negro Songs A    AUDIENCE IS PLEASED    Once again Bryn Mawr has had the pleasure of hearing the Ham"
cn1931-03-04.txt,1931-03-04,negro or negroes,1,"een the school and the community, Miss Cooley believes that the Penn School is of real value to the negroes on’ St. Helena” sees.    Competitors The following students have en-  of nine touches...”  w"
cn1931-03-11.txt,1931-03-11,negro or negroes,4,"FIRST:  the white population has diminished not only relatively’ but actually, as the de- scendants of the negro slaves have multiplied. In Jamaica the number  pe Continued on Page Three    Fires and Petitio
LAST: any*Central American countries legislated to exclude negro  have a two-hundred- dollar head, tax on negroes trying to enter, and all but Mexico have sought to encourage Eu- ropean immigration. With th "
cn1931-04-15.txt,1931-04-15,negro or negroes,2,"FIRST: of the Uni- versity of Pennsylvania. We'll review it when they send us tickets.  Coming  the Blues, Negro musical. drama, to the Chestnut next Monday, April 20. yi  He, ‘Alfred Savoir’s comedy Lui in 
LAST: orium _|  _ on “Turkey Faces West.”  Sat., April 25—One-day confer- ence on “The Economic Status of Negroes.” Sponsored by the Liberal Club. ane —Varsity Play- ers present’ “The Enchanted April.”      "
